Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
SCPA00018000,SCPA00018000,SIC0014670,PA00000002,2022-01-02,12:05:21,
SCPA00018001,SCPA00018001,SIC0004715,PA00000002,2022-01-02,12:05:21,
SCPA00018002,SCPA00018002,SIC0013234,PA00000002,2022-01-02,12:05:21,
SCPA00018003,SCPA00018003,SIC0016107,PA00000002,2022-01-02,12:05:21,
SCPA00018004,SCPA00018004,SIC0014943,PA00000002,2022-01-02,12:05:21,
SCPA00018005,SCPA00018005,SIC0005383,PA00000002,2022-01-02,12:05:21,
SCPA00018006,SCPA00018006,SIC0005054,PA00000002,2022-01-02,12:05:21,
SCPA00018007,SCPA00018007,SIC0016153,PA00000002,2022-01-02,12:05:21,
SCPA00018008,SCPA00018008,SIC0017442,PA00000002,2022-01-02,12:05:21,
SCPA00018009,SCPA00018009,SIC0000971,PA00000002,2022-01-02,12:05:21,
SCPA00018010,SCPA00018010,SIC0016786,PA00000002,2022-01-02,12:05:21,
SCPA00018011,SCPA00018011,SIC0010300,PA00000002,2022-01-02,12:05:21,
SCPA00018012,SCPA00018012,SIC0011825,PA00000002,2022-01-02,12:05:21,
SCPA00018013,SCPA00018013,SIC0004568,PA00000002,2022-01-02,12:05:21,
SCPA00018014,SCPA00018014,SIC0004720,PA00000002,2022-01-02,12:05:21,
SCPA00018015,SCPA00018015,SIC0009309,PA00000002,2022-01-02,12:05:21,
SCPA00018016,SCPA00018016,SIC0014957,PA00000002,2022-01-02,12:05:21,
SCPA00018017,SCPA00018017,SIC0006526,PA00000002,2022-01-02,12:05:21,
SCPA00018018,SCPA00018018,SIC0002684,PA00000002,2022-01-02,12:05:21,
SCPA00018019,SCPA00018019,SIC0001639,PA00000002,2022-01-02,12:05:21,
SCPA00018020,SCPA00018020,SIC0015321,PA00000002,2022-01-02,12:05:21,
SCPA00018021,SCPA00018021,SIC0016853,PA00000002,2022-01-02,12:05:21,
SCPA00018022,SCPA00018022,SIC0011493,PA00000002,2022-01-02,12:05:21,
SCPA00018023,SCPA00018023,SIC0011037,PA00000002,2022-01-02,12:05:21,
SCPA00018024,SCPA00018024,SIC0014591,PA00000002,2022-01-02,12:05:21,
SCPA00018025,SCPA00018025,SIC0015549,PA00000002,2022-01-02,12:05:21,
SCPA00018026,SCPA00018026,SIC0009239,PA00000002,2022-01-02,12:05:21,
SCPA00018027,SCPA00018027,SIC0005866,PA00000002,2022-01-02,12:05:21,
SCPA00018028,SCPA00018028,SIC0009139,PA00000002,2022-01-02,12:05:21,
SCPA00018029,SCPA00018029,SIC0002762,PA00000002,2022-01-02,12:05:21,
SCPA00018030,SCPA00018030,SIC0009920,PA00000002,2022-01-02,12:05:21,
SCPA00018031,SCPA00018031,SIC0014466,PA00000002,2022-01-02,12:05:21,
SCPA00018032,SCPA00018032,SIC0013804,PA00000002,2022-01-02,12:05:21,
SCPA00018033,SCPA00018033,SIC0015088,PA00000002,2022-01-02,12:05:21,
SCPA00018034,SCPA00018034,SIC0013833,PA00000002,2022-01-02,12:05:21,
SCPA00018035,SCPA00018035,SIC0009074,PA00000002,2022-01-02,12:05:21,
SCPA00018036,SCPA00018036,SIC0013822,PA00000002,2022-01-02,12:05:21,
SCPA00018037,SCPA00018037,SIC0000154,PA00000002,2022-01-02,12:05:21,
SCPA00018038,SCPA00018038,SIC0017561,PA00000002,2022-01-02,12:05:21,
SCPA00018039,SCPA00018039,SIC0012754,PA00000002,2022-01-02,12:05:21,
SCPA00018040,SCPA00018040,SIC0004863,PA00000002,2022-01-02,12:05:21,
SCPA00018041,SCPA00018041,SIC0012872,PA00000002,2022-01-02,12:05:21,
SCPA00018042,SCPA00018042,SIC0014965,PA00000002,2022-01-02,12:05:21,
SCPA00018043,SCPA00018043,SIC0009587,PA00000002,2022-01-02,12:05:21,
SCPA00018044,SCPA00018044,SIC0004605,PA00000002,2022-01-02,12:05:21,
SCPA00018045,SCPA00018045,SIC0015011,PA00000002,2022-01-02,12:05:21,
SCPA00018046,SCPA00018046,SIC0015840,PA00000002,2022-01-02,12:05:21,
SCPA00018047,SCPA00018047,SIC0014610,PA00000002,2022-01-02,12:05:21,
SCPA00018048,SCPA00018048,SIC0014583,PA00000002,2022-01-02,12:05:21,
SCPA00018049,SCPA00018049,SIC0013270,PA00000002,2022-01-02,12:05:21,
SCPA00018050,SCPA00018050,SIC0014500,PA00000002,2022-01-02,12:05:21,
SCPA00018051,SCPA00018051,SIC0012176,PA00000002,2022-01-02,12:05:21,Z
SCPA00018052,SCPA00018052,SIC0003990,PA00000002,2022-01-02,12:05:21,
SCPA00018053,SCPA00018053,SIC0009284,PA00000002,2022-01-02,12:05:21,
SCPA00018054,SCPA00018054,SIC0012976,PA00000002,2022-01-02,12:05:21,
SCPA00018055,SCPA00018055,SIC0005390,PA00000002,2022-01-02,12:05:21,
SCPA00018056,SCPA00018056,SIC0012119,PA00000002,2022-01-02,12:05:21,
SCPA00018057,SCPA00018057,SIC0001491,PA00000002,2022-01-02,12:05:21,
SCPA00018058,SCPA00018058,SIC0006147,PA00000002,2022-01-02,12:05:21,
SCPA00018059,SCPA00018059,SIC0016502,PA00000002,2022-01-02,12:05:21,
SCPA00018060,SCPA00018060,SIC0008726,PA00000002,2022-01-02,12:05:21,
SCPA00018061,SCPA00018061,SIC0017578,PA00000002,2022-01-02,12:05:21,
SCPA00018062,SCPA00018062,SIC0005643,PA00000002,2022-01-02,12:05:21,
SCPA00018063,SCPA00018063,SIC0013011,PA00000002,2022-01-02,12:05:21,
