Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
SCPA00015000,SCPA00015000,SIC0001510,PA00000002,2022-01-02,12:05:21,
SCPA00015001,SCPA00015001,SIC0012399,PA00000002,2022-01-02,12:05:21,
SCPA00015002,SCPA00015002,SIC0014864,PA00000002,2022-01-02,12:05:21,
SCPA00015003,SCPA00015003,SIC0014832,PA00000002,2022-01-02,12:05:21,
SCPA00015004,SCPA00015004,SIC0000307,PA00000002,2022-01-02,12:05:21,
SCPA00015005,SCPA00015005,SIC0005686,PA00000002,2022-01-02,12:05:21,
SCPA00015006,SCPA00015006,SIC0014761,PA00000002,2022-01-02,12:05:21,
SCPA00015007,SCPA00015007,SIC0001716,PA00000002,2022-01-02,12:05:21,
SCPA00015008,SCPA00015008,SIC0001018,PA00000002,2022-01-02,12:05:21,
SCPA00015009,SCPA00015009,SIC0017074,PA00000002,2022-01-02,12:05:21,
SCPA00015010,SCPA00015010,SIC0004912,PA00000002,2022-01-02,12:05:21,
SCPA00015011,SCPA00015011,SIC0011057,PA00000002,2022-01-02,12:05:21,
SCPA00015012,SCPA00015012,SIC0014494,PA00000002,2022-01-02,12:05:21,
SCPA00015013,SCPA00015013,SIC0011828,PA00000002,2022-01-02,12:05:21,
SCPA00015014,SCPA00015014,SIC0010008,PA00000002,2022-01-02,12:05:21,
SCPA00015015,SCPA00015015,SIC0012706,PA00000002,2022-01-02,12:05:21,
SCPA00015016,SCPA00015016,SIC0013192,PA00000002,2022-01-02,12:05:21,
SCPA00015017,SCPA00015017,SIC0014740,PA00000002,2022-01-02,12:05:21,
SCPA00015018,SCPA00015018,SIC0005318,PA00000002,2022-01-02,12:05:21,
SCPA00015019,SCPA00015019,SIC0017589,PA00000002,2022-01-02,12:05:21,
SCPA00015020,SCPA00015020,SIC0014917,PA00000002,2022-01-02,12:05:21,
SCPA00015021,SCPA00015021,SIC0004949,PA00000002,2022-01-02,12:05:21,
SCPA00015022,SCPA00015022,SIC0011934,PA00000002,2022-01-02,12:05:21,
