Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
SCPA00024000,SCPA00024000,SIC0015499,PA00000001,2022-01-02,12:05:21,
SCPA00024001,SCPA00024001,SIC0004481,PA00000001,2022-01-02,12:05:21,
SCPA00024002,SCPA00024002,SIC0006086,PA00000001,2022-01-02,12:05:21,
SCPA00024003,SCPA00024003,SIC0006466,PA00000001,2022-01-02,12:05:21,
SCPA00024004,SCPA00024004,SIC0011911,PA00000001,2022-01-02,12:05:21,
SCPA00024005,SCPA00024005,SIC0017265,PA00000001,2022-01-02,12:05:21,
SCPA00024006,SCPA00024006,SIC0013014,PA00000001,2022-01-02,12:05:21,
SCPA00024007,SCPA00024007,SIC0011969,PA00000001,2022-01-02,12:05:21,
SCPA00024008,SCPA00024008,SIC0017143,PA00000001,2022-01-02,12:05:21,
SCPA00024009,SCPA00024009,SIC0004350,PA00000001,2022-01-02,12:05:21,
SCPA00024010,SCPA00024010,SIC0014033,PA00000001,2022-01-02,12:05:21,
SCPA00024011,SCPA00024011,SIC0001515,PA00000001,2022-01-02,12:05:21,
SCPA00024012,SCPA00024012,SIC0005239,PA00000001,2022-01-02,12:05:21,
SCPA00024013,SCPA00024013,SIC0000793,PA00000001,2022-01-02,12:05:21,
SCPA00024014,SCPA00024014,SIC0010664,PA00000001,2022-01-02,12:05:21,
SCPA00024015,SCPA00024015,SIC0011575,PA00000001,2022-01-02,12:05:21,
SCPA00024016,SCPA00024016,SIC0001324,PA00000001,2022-01-02,12:05:21,
SCPA00024017,SCPA00024017,SIC0006343,PA00000001,2022-01-02,12:05:21,
SCPA00024018,SCPA00024018,SIC0017031,PA00000001,2022-01-02,12:05:21,
SCPA00024019,SCPA00024019,SIC0005064,PA00000001,2022-01-02,12:05:21,
SCPA00024020,SCPA00024020,SIC0001420,PA00000001,2022-01-02,12:05:21,
SCPA00024021,SCPA00024021,SIC0000236,PA00000001,2022-01-02,12:05:21,
SCPA00024022,SCPA00024022,SIC0012680,PA00000001,2022-01-02,12:05:21,
SCPA00024023,SCPA00024023,SIC0006450,PA00000001,2022-01-02,12:05:21,
SCPA00024024,SCPA00024024,SIC0001335,PA00000001,2022-01-02,12:05:21,
SCPA00024025,SCPA00024025,SIC0012433,PA00000001,2022-01-02,12:05:21,
SCPA00024026,SCPA00024026,SIC0002018,PA00000001,2022-01-02,12:05:21,
SCPA00024027,SCPA00024027,SIC0005300,PA00000001,2022-01-02,12:05:21,
SCPA00024028,SCPA00024028,SIC0011970,PA00000001,2022-01-02,12:05:21,
SCPA00024029,SCPA00024029,SIC0012655,PA00000001,2022-01-02,12:05:21,
SCPA00024030,SCPA00024030,SIC0001985,PA00000001,2022-01-02,12:05:21,
SCPA00024031,SCPA00024031,SIC0006261,PA00000001,2022-01-02,12:05:21,
SCPA00024032,SCPA00024032,SIC0011201,PA00000001,2022-01-02,12:05:21,
SCPA00024033,SCPA00024033,SIC0000787,PA00000001,2022-01-02,12:05:21,
SCPA00024034,SCPA00024034,SIC0011458,PA00000001,2022-01-02,12:05:21,
