Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
SCPA00027000,SCPA00027000,SIC0010975,PA00000001,2022-01-02,12:05:21,
SCPA00027001,SCPA00027001,SIC0003592,PA00000001,2022-01-02,12:05:21,
SCPA00027002,SCPA00027002,SIC0010256,PA00000001,2022-01-02,12:05:21,
SCPA00027003,SCPA00027003,SIC0010679,PA00000001,2022-01-02,12:05:21,
SCPA00027004,SCPA00027004,SIC0004257,PA00000001,2022-01-02,12:05:21,
SCPA00027005,SCPA00027005,SIC0009109,PA00000001,2022-01-02,12:05:21,
SCPA00027006,SCPA00027006,SIC0009747,PA00000001,2022-01-02,12:05:21,
SCPA00027007,SCPA00027007,SIC0013683,PA00000001,2022-01-02,12:05:21,
SCPA00027008,SCPA00027008,SIC0004643,PA00000001,2022-01-02,12:05:21,
SCPA00027009,SCPA00027009,SIC0004695,PA00000001,2022-01-02,12:05:21,
SCPA00027010,SCPA00027010,SIC0011130,PA00000001,2022-01-02,12:05:21,
SCPA00027011,SCPA00027011,SIC0003986,PA00000001,2022-01-02,12:05:21,
SCPA00027012,SCPA00027012,SIC0001442,PA00000001,2022-01-02,12:05:21,
SCPA00027013,SCPA00027013,SIC0001329,PA00000001,2022-01-02,12:05:21,
SCPA00027014,SCPA00027014,SIC0010849,PA00000001,2022-01-02,12:05:21,
SCPA00027015,SCPA00027015,SIC0008684,PA00000001,2022-01-02,12:05:21,
SCPA00027016,SCPA00027016,SIC0012119,PA00000001,2022-01-02,12:05:21,
SCPA00027017,SCPA00027017,SIC0004654,PA00000001,2022-01-02,12:05:21,
SCPA00027018,SCPA00027018,SIC0015464,PA00000001,2022-01-02,12:05:21,
SCPA00027019,SCPA00027019,SIC0003503,PA00000001,2022-01-02,12:05:21,
SCPA00027020,SCPA00027020,SIC0002537,PA00000001,2022-01-02,12:05:21,
SCPA00027021,SCPA00027021,SIC0003320,PA00000001,2022-01-02,12:05:21,
SCPA00027022,SCPA00027022,SIC0000844,PA00000001,2022-01-02,12:05:21,
SCPA00027023,SCPA00027023,SIC0009767,PA00000001,2022-01-02,12:05:21,
SCPA00027024,SCPA00027024,SIC0002879,PA00000001,2022-01-02,12:05:21,
SCPA00027025,SCPA00027025,SIC0006318,PA00000001,2022-01-02,12:05:21,
SCPA00027026,SCPA00027026,SIC0015118,PA00000001,2022-01-02,12:05:21,
SCPA00027027,SCPA00027027,SIC0005883,PA00000001,2022-01-02,12:05:21,
SCPA00027028,SCPA00027028,SIC0010830,PA00000001,2022-01-02,12:05:21,
SCPA00027029,SCPA00027029,SIC0003593,PA00000001,2022-01-02,12:05:21,
SCPA00027030,SCPA00027030,SIC0012957,PA00000001,2022-01-02,12:05:21,
SCPA00027031,SCPA00027031,SIC0016003,PA00000001,2022-01-02,12:05:21,
SCPA00027032,SCPA00027032,SIC0013514,PA00000001,2022-01-02,12:05:21,
SCPA00027033,SCPA00027033,SIC0014093,PA00000001,2022-01-02,12:05:21,
SCPA00027034,SCPA00027034,SIC0011389,PA00000001,2022-01-02,12:05:21,
SCPA00027035,SCPA00027035,SIC0017638,PA00000001,2022-01-02,12:05:21,
SCPA00027036,SCPA00027036,SIC0012205,PA00000001,2022-01-02,12:05:21,
SCPA00027037,SCPA00027037,SIC0010142,PA00000001,2022-01-02,12:05:21,
SCPA00027038,SCPA00027038,SIC0011344,PA00000001,2022-01-02,12:05:21,
SCPA00027039,SCPA00027039,SIC0016561,PA00000001,2022-01-02,12:05:21,
SCPA00027040,SCPA00027040,SIC0000102,PA00000001,2022-01-02,12:05:21,
SCPA00027041,SCPA00027041,SIC0000383,PA00000001,2022-01-02,12:05:21,
SCPA00027042,SCPA00027042,SIC0003440,PA00000001,2022-01-02,12:05:21,
SCPA00027043,SCPA00027043,SIC0013229,PA00000001,2022-01-02,12:05:21,
SCPA00027044,SCPA00027044,SIC0006010,PA00000001,2022-01-02,12:05:21,
SCPA00027045,SCPA00027045,SIC0003766,PA00000001,2022-01-02,12:05:21,
SCPA00027046,SCPA00027046,SIC0003001,PA00000001,2022-01-02,12:05:21,
SCPA00027047,SCPA00027047,SIC0012019,PA00000001,2022-01-02,12:05:21,
SCPA00027048,SCPA00027048,SIC0015751,PA00000001,2022-01-02,12:05:21,
SCPA00027049,SCPA00027049,SIC0015360,PA00000001,2022-01-02,12:05:21,
SCPA00027050,SCPA00027050,SIC0014073,PA00000001,2022-01-02,12:05:21,
SCPA00027051,SCPA00027051,SIC0011290,PA00000001,2022-01-02,12:05:21,
SCPA00027052,SCPA00027052,SIC0009619,PA00000001,2022-01-02,12:05:21,
SCPA00027053,SCPA00027053,SIC0015003,PA00000001,2022-01-02,12:05:21,
SCPA00027054,SCPA00027054,SIC0009429,PA00000001,2022-01-02,12:05:21,
SCPA00027055,SCPA00027055,SIC0001516,PA00000001,2022-01-02,12:05:21,
SCPA00027056,SCPA00027056,SIC0013898,PA00000001,2022-01-02,12:05:21,
SCPA00027057,SCPA00027057,SIC0001370,PA00000001,2022-01-02,12:05:21,
SCPA00027058,SCPA00027058,SIC0015167,PA00000001,2022-01-02,12:05:21,
SCPA00027059,SCPA00027059,SIC0005877,PA00000001,2022-01-02,12:05:21,
SCPA00027060,SCPA00027060,SIC0013049,PA00000001,2022-01-02,12:05:21,
SCPA00027061,SCPA00027061,SIC0013511,PA00000001,2022-01-02,12:05:21,
SCPA00027062,SCPA00027062,SIC0012570,PA00000001,2022-01-02,12:05:21,
SCPA00027063,SCPA00027063,SIC0016602,PA00000001,2022-01-02,12:05:21,
SCPA00027064,SCPA00027064,SIC0013937,PA00000001,2022-01-02,12:05:21,
SCPA00027065,SCPA00027065,SIC0010171,PA00000001,2022-01-02,12:05:21,
SCPA00027066,SCPA00027066,SIC0002096,PA00000001,2022-01-02,12:05:21,
SCPA00027067,SCPA00027067,SIC0005798,PA00000001,2022-01-02,12:05:21,
SCPA00027068,SCPA00027068,SIC0010575,PA00000001,2022-01-02,12:05:21,
SCPA00027069,SCPA00027069,SIC0012784,PA00000001,2022-01-02,12:05:21,
SCPA00027070,SCPA00027070,SIC0017021,PA00000001,2022-01-02,12:05:21,
SCPA00027071,SCPA00027071,SIC0006050,PA00000001,2022-01-02,12:05:21,
SCPA00027072,SCPA00027072,SIC0005590,PA00000001,2022-01-02,12:05:21,
SCPA00027073,SCPA00027073,SIC0008743,PA00000001,2022-01-02,12:05:21,
SCPA00027074,SCPA00027074,SIC0014537,PA00000001,2022-01-02,12:05:21,
SCPA00027075,SCPA00027075,SIC0002991,PA00000001,2022-01-02,12:05:21,
SCPA00027076,SCPA00027076,SIC0000659,PA00000001,2022-01-02,12:05:21,
SCPA00027077,SCPA00027077,SIC0014636,PA00000001,2022-01-02,12:05:21,
