Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
SCPA00000001,SCPA00000001,SIC0017627,PA00000004,2022-01-02,12:05:21,
SCPA00000002,SCPA00000002,SIC0008784,PA00000004,2022-01-02,12:05:21,
SCPA00000003,SCPA00000003,SIC0005534,PA00000004,2022-01-02,12:05:21,
SCPA00000004,SCPA00000004,SIC0000801,PA00000004,2022-01-02,12:05:21,
SCPA00000005,SCPA00000005,SIC0002248,PA00000004,2022-01-02,12:05:21,
SCPA00000006,SCPA00000006,SIC0014091,PA00000004,2022-01-02,12:05:21,
SCPA00000007,SCPA00000007,SIC0011418,PA00000004,2022-01-02,12:05:21,
SCPA00000008,SCPA00000008,SIC0006109,PA00000004,2022-01-02,12:05:21,
SCPA00000009,SCPA00000009,SIC0013953,PA00000004,2022-01-02,12:05:21,
SCPA00000010,SCPA00000010,SIC0000460,PA00000004,2022-01-02,12:05:21,
SCPA00000011,SCPA00000011,SIC0014015,PA00000004,2022-01-02,12:05:21,
SCPA00000012,SCPA00000012,SIC0000290,PA00000004,2022-01-02,12:05:21,
SCPA00000013,SCPA00000013,SIC0013537,PA00000004,2022-01-02,12:05:21,
SCPA00000014,SCPA00000014,SIC0005856,PA00000004,2022-01-02,12:05:21,
SCPA00000015,SCPA00000015,SIC0000558,PA00000004,2022-01-02,12:05:21,
SCPA00000016,SCPA00000016,SIC0009753,PA00000004,2022-01-02,12:05:21,
SCPA00000017,SCPA00000017,SIC0005469,PA00000004,2022-01-02,12:05:21,
SCPA00000018,SCPA00000018,SIC0001969,PA00000004,2022-01-02,12:05:21,
SCPA00000019,SCPA00000019,SIC0014792,PA00000004,2022-01-02,12:05:21,
SCPA00000020,SCPA00000020,SIC0005667,PA00000004,2022-01-02,12:05:21,
SCPA00000021,SCPA00000021,SIC0012164,PA00000004,2022-01-02,12:05:21,
SCPA00000022,SCPA00000022,SIC0017544,PA00000004,2022-01-02,12:05:21,
SCPA00000023,SCPA00000023,SIC0015342,PA00000004,2022-01-02,12:05:21,
SCPA00000024,SCPA00000024,SIC0006421,PA00000004,2022-01-02,12:05:21,
SCPA00000025,SCPA00000025,SIC0011332,PA00000004,2022-01-02,12:05:21,
SCPA00000026,SCPA00000026,SIC0004132,PA00000004,2022-01-02,12:05:21,
SCPA00000027,SCPA00000027,SIC0014788,PA00000004,2022-01-02,12:05:21,
SCPA00000028,SCPA00000028,SIC0001761,PA00000004,2022-01-02,12:05:21,
SCPA00000029,SCPA00000029,SIC0011111,PA00000004,2022-01-02,12:05:21,
SCPA00000030,SCPA00000030,SIC0015146,PA00000004,2022-01-02,12:05:21,
SCPA00000031,SCPA00000031,SIC0015682,PA00000004,2022-01-02,12:05:21,
SCPA00000032,SCPA00000032,SIC0001098,PA00000004,2022-01-02,12:05:21,
SCPA00000033,SCPA00000033,SIC0015098,PA00000004,2022-01-02,12:05:21,
SCPA00000034,SCPA00000034,SIC0005038,PA00000004,2022-01-02,12:05:21,
SCPA00000035,SCPA00000035,SIC0014766,PA00000004,2022-01-02,12:05:21,
SCPA00000036,SCPA00000036,SIC0017720,PA00000004,2022-01-02,12:05:21,
SCPA00000037,SCPA00000037,SIC0002427,PA00000004,2022-01-02,12:05:21,
SCPA00000038,SCPA00000038,SIC0003506,PA00000004,2022-01-02,12:05:21,
SCPA00000039,SCPA00000039,SIC0013898,PA00000004,2022-01-02,12:05:21,
SCPA00000040,SCPA00000040,SIC0002700,PA00000004,2022-01-02,12:05:21,
SCPA00000041,SCPA00000041,SIC0009678,PA00000004,2022-01-02,12:05:21,
SCPA00000042,SCPA00000042,SIC0010818,PA00000004,2022-01-02,12:05:21,
SCPA00000043,SCPA00000043,SIC0011360,PA00000004,2022-01-02,12:05:21,
SCPA00000044,SCPA00000044,SIC0010651,PA00000004,2022-01-02,12:05:21,
SCPA00000045,SCPA00000045,SIC0014050,PA00000004,2022-01-02,12:05:21,
SCPA00000046,SCPA00000046,SIC0010459,PA00000004,2022-01-02,12:05:21,
SCPA00000047,SCPA00000047,SIC0011864,PA00000004,2022-01-02,12:05:21,
SCPA00000048,SCPA00000048,SIC0010172,PA00000004,2022-01-02,12:05:21,
SCPA00000049,SCPA00000049,SIC0002335,PA00000004,2022-01-02,12:05:21,
SCPA00000050,SCPA00000050,SIC0005623,PA00000004,2022-01-02,12:05:21,
SCPA00000051,SCPA00000051,SIC0008590,PA00000004,2022-01-02,12:05:21,
SCPA00000052,SCPA00000052,SIC0010105,PA00000004,2022-01-02,12:05:21,
SCPA00000053,SCPA00000053,SIC0003807,PA00000004,2022-01-02,12:05:21,
