Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
SCPA00022500,SCPA00022500,SIC0003859,PA00000001,2022-01-02,12:05:21,
SCPA00022501,SCPA00022501,SIC0011878,PA00000001,2022-01-02,12:05:21,
SCPA00022502,SCPA00022502,SIC0011073,PA00000001,2022-01-02,12:05:21,
SCPA00022503,SCPA00022503,SIC0001548,PA00000001,2022-01-02,12:05:21,
SCPA00022504,SCPA00022504,SIC0004286,PA00000001,2022-01-02,12:05:21,
SCPA00022505,SCPA00022505,SIC0003980,PA00000001,2022-01-02,12:05:21,
SCPA00022506,SCPA00022506,SIC0008541,PA00000001,2022-01-02,12:05:21,
SCPA00022507,SCPA00022507,SIC0004738,PA00000001,2022-01-02,12:05:21,
SCPA00022508,SCPA00022508,SIC0001401,PA00000001,2022-01-02,12:05:21,
SCPA00022509,SCPA00022509,SIC0010372,PA00000001,2022-01-02,12:05:21,
SCPA00022510,SCPA00022510,SIC0010127,PA00000001,2022-01-02,12:05:21,
SCPA00022511,SCPA00022511,SIC0013944,PA00000001,2022-01-02,12:05:21,
SCPA00022512,SCPA00022512,SIC0001563,PA00000001,2022-01-02,12:05:21,
SCPA00022513,SCPA00022513,SIC0008518,PA00000001,2022-01-02,12:05:21,
SCPA00022514,SCPA00022514,SIC0003098,PA00000001,2022-01-02,12:05:21,
SCPA00022515,SCPA00022515,SIC0009156,PA00000001,2022-01-02,12:05:21,
SCPA00022516,SCPA00022516,SIC0013979,PA00000001,2022-01-02,12:05:21,
SCPA00022517,SCPA00022517,SIC0013817,PA00000001,2022-01-02,12:05:21,
SCPA00022518,SCPA00022518,SIC0002211,PA00000001,2022-01-02,12:05:21,
SCPA00022519,SCPA00022519,SIC0003448,PA00000001,2022-01-02,12:05:21,
SCPA00022520,SCPA00022520,SIC0004015,PA00000001,2022-01-02,12:05:21,
SCPA00022521,SCPA00022521,SIC0003111,PA00000001,2022-01-02,12:05:21,
SCPA00022522,SCPA00022522,SIC0003992,PA00000001,2022-01-02,12:05:21,
SCPA00022523,SCPA00022523,SIC0004016,PA00000001,2022-01-02,12:05:21,
SCPA00022524,SCPA00022524,SIC0013812,PA00000001,2022-01-02,12:05:21,
SCPA00022525,SCPA00022525,SIC0000068,PA00000001,2022-01-02,12:05:21,
SCPA00022526,SCPA00022526,SIC0017372,PA00000001,2022-01-02,12:05:21,
SCPA00022527,SCPA00022527,SIC0003100,PA00000001,2022-01-02,12:05:21,
SCPA00022528,SCPA00022528,SIC0017464,PA00000001,2022-01-02,12:05:21,
SCPA00022529,SCPA00022529,SIC0012071,PA00000001,2022-01-02,12:05:21,
SCPA00022530,SCPA00022530,SIC0013415,PA00000001,2022-01-02,12:05:21,
SCPA00022531,SCPA00022531,SIC0012174,PA00000001,2022-01-02,12:05:21,
SCPA00022532,SCPA00022532,SIC0011439,PA00000001,2022-01-02,12:05:21,
SCPA00022533,SCPA00022533,SIC0005033,PA00000001,2022-01-02,12:05:21,
SCPA00022534,SCPA00022534,SIC0011755,PA00000001,2022-01-02,12:05:21,
SCPA00022535,SCPA00022535,SIC0008924,PA00000001,2022-01-02,12:05:21,
SCPA00022536,SCPA00022536,SIC0003142,PA00000001,2022-01-02,12:05:21,
SCPA00022537,SCPA00022537,SIC0004875,PA00000001,2022-01-02,12:05:21,
SCPA00022538,SCPA00022538,SIC0004306,PA00000001,2022-01-02,12:05:21,
SCPA00022539,SCPA00022539,SIC0010761,PA00000001,2022-01-02,12:05:21,
SCPA00022540,SCPA00022540,SIC0011126,PA00000001,2022-01-02,12:05:21,
SCPA00022541,SCPA00022541,SIC0003976,PA00000001,2022-01-02,12:05:21,
SCPA00022542,SCPA00022542,SIC0005699,PA00000001,2022-01-02,12:05:21,
SCPA00022543,SCPA00022543,SIC0015626,PA00000001,2022-01-02,12:05:21,
SCPA00022544,SCPA00022544,SIC0011559,PA00000001,2022-01-02,12:05:21,
SCPA00022545,SCPA00022545,SIC0017328,PA00000001,2022-01-02,12:05:21,
SCPA00022546,SCPA00022546,SIC0013969,PA00000001,2022-01-02,12:05:21,
SCPA00022547,SCPA00022547,SIC0005193,PA00000001,2022-01-02,12:05:21,
SCPA00022548,SCPA00022548,SIC0012245,PA00000001,2022-01-02,12:05:21,
SCPA00022549,SCPA00022549,SIC0008692,PA00000001,2022-01-02,12:05:21,
SCPA00022550,SCPA00022550,SIC0011109,PA00000001,2022-01-02,12:05:21,
SCPA00022551,SCPA00022551,SIC0000274,PA00000001,2022-01-02,12:05:21,
SCPA00022552,SCPA00022552,SIC0006501,PA00000001,2022-01-02,12:05:21,
SCPA00022553,SCPA00022553,SIC0004517,PA00000001,2022-01-02,12:05:21,
SCPA00022554,SCPA00022554,SIC0010985,PA00000001,2022-01-02,12:05:21,
SCPA00022555,SCPA00022555,SIC0015272,PA00000001,2022-01-02,12:05:21,
SCPA00022556,SCPA00022556,SIC0003679,PA00000001,2022-01-02,12:05:21,
SCPA00022557,SCPA00022557,SIC0017673,PA00000001,2022-01-02,12:05:21,
SCPA00022558,SCPA00022558,SIC0012434,PA00000001,2022-01-02,12:05:21,
SCPA00022559,SCPA00022559,SIC0006471,PA00000001,2022-01-02,12:05:21,
SCPA00022560,SCPA00022560,SIC0010375,PA00000001,2022-01-02,12:05:21,
SCPA00022561,SCPA00022561,SIC0011105,PA00000001,2022-01-02,12:05:21,
SCPA00022562,SCPA00022562,SIC0011629,PA00000001,2022-01-02,12:05:21,
SCPA00022563,SCPA00022563,SIC0011262,PA00000001,2022-01-02,12:05:21,
SCPA00022564,SCPA00022564,SIC0008614,PA00000001,2022-01-02,12:05:21,
SCPA00022565,SCPA00022565,SIC0013106,PA00000001,2022-01-02,12:05:21,
SCPA00022566,SCPA00022566,SIC0002022,PA00000001,2022-01-02,12:05:21,
SCPA00022567,SCPA00022567,SIC0002186,PA00000001,2022-01-02,12:05:21,
SCPA00022568,SCPA00022568,SIC0001830,PA00000001,2022-01-02,12:05:21,
SCPA00022569,SCPA00022569,SIC0017034,PA00000001,2022-01-02,12:05:21,
SCPA00022570,SCPA00022570,SIC0009471,PA00000001,2022-01-02,12:05:21,
SCPA00022571,SCPA00022571,SIC0016181,PA00000001,2022-01-02,12:05:21,
SCPA00022572,SCPA00022572,SIC0011669,PA00000001,2022-01-02,12:05:21,
SCPA00022573,SCPA00022573,SIC0004047,PA00000001,2022-01-02,12:05:21,
SCPA00022574,SCPA00022574,SIC0009417,PA00000001,2022-01-02,12:05:21,
SCPA00022575,SCPA00022575,SIC0017542,PA00000001,2022-01-02,12:05:21,
SCPA00022576,SCPA00022576,SIC0011596,PA00000001,2022-01-02,12:05:21,
SCPA00022577,SCPA00022577,SIC0003996,PA00000001,2022-01-02,12:05:21,
SCPA00022578,SCPA00022578,SIC0013360,PA00000001,2022-01-02,12:05:21,
SCPA00022579,SCPA00022579,SIC0011303,PA00000001,2022-01-02,12:05:21,
SCPA00022580,SCPA00022580,SIC0015069,PA00000001,2022-01-02,12:05:21,
SCPA00022581,SCPA00022581,SIC0015412,PA00000001,2022-01-02,12:05:21,
SCPA00022582,SCPA00022582,SIC0003851,PA00000001,2022-01-02,12:05:21,
SCPA00022583,SCPA00022583,SIC0005484,PA00000001,2022-01-02,12:05:21,
SCPA00022584,SCPA00022584,SIC0005557,PA00000001,2022-01-02,12:05:21,
SCPA00022585,SCPA00022585,SIC0016653,PA00000001,2022-01-02,12:05:21,
SCPA00022586,SCPA00022586,SIC0011434,PA00000001,2022-01-02,12:05:21,
SCPA00022587,SCPA00022587,SIC0008556,PA00000001,2022-01-02,12:05:21,
SCPA00022588,SCPA00022588,SIC0005084,PA00000001,2022-01-02,12:05:21,
