Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
SCPA00007500,SCPA00007500,SIC0016760,PA00000003,2022-01-02,12:05:21,
SCPA00007501,SCPA00007501,SIC0012057,PA00000003,2022-01-02,12:05:21,
SCPA00007502,SCPA00007502,SIC0014201,PA00000003,2022-01-02,12:05:21,
SCPA00007503,SCPA00007503,SIC0011539,PA00000003,2022-01-02,12:05:21,
SCPA00007504,SCPA00007504,SIC0012781,PA00000003,2022-01-02,12:05:21,
SCPA00007505,SCPA00007505,SIC0010264,PA00000003,2022-01-02,12:05:21,
SCPA00007506,SCPA00007506,SIC0014442,PA00000003,2022-01-02,12:05:21,
SCPA00007507,SCPA00007507,SIC0014246,PA00000003,2022-01-02,12:05:21,
SCPA00007508,SCPA00007508,SIC0001333,PA00000003,2022-01-02,12:05:21,
SCPA00007509,SCPA00007509,SIC0016593,PA00000003,2022-01-02,12:05:21,
SCPA00007510,SCPA00007510,SIC0012374,PA00000003,2022-01-02,12:05:21,
SCPA00007511,SCPA00007511,SIC0013946,PA00000003,2022-01-02,12:05:21,
SCPA00007512,SCPA00007512,SIC0005743,PA00000003,2022-01-02,12:05:21,
SCPA00007513,SCPA00007513,SIC0000734,PA00000003,2022-01-02,12:05:21,
SCPA00007514,SCPA00007514,SIC0008945,PA00000003,2022-01-02,12:05:21,
SCPA00007515,SCPA00007515,SIC0004816,PA00000003,2022-01-02,12:05:21,
SCPA00007516,SCPA00007516,SIC0009487,PA00000003,2022-01-02,12:05:21,
SCPA00007517,SCPA00007517,SIC0001894,PA00000003,2022-01-02,12:05:21,
SCPA00007518,SCPA00007518,SIC0009216,PA00000003,2022-01-02,12:05:21,
SCPA00007519,SCPA00007519,SIC0011486,PA00000003,2022-01-02,12:05:21,
SCPA00007520,SCPA00007520,SIC0017636,PA00000003,2022-01-02,12:05:21,
SCPA00007521,SCPA00007521,SIC0012718,PA00000003,2022-01-02,12:05:21,
SCPA00007522,SCPA00007522,SIC0013100,PA00000003,2022-01-02,12:05:21,
SCPA00007523,SCPA00007523,SIC0011042,PA00000003,2022-01-02,12:05:21,
SCPA00007524,SCPA00007524,SIC0001568,PA00000003,2022-01-02,12:05:21,
SCPA00007525,SCPA00007525,SIC0014358,PA00000003,2022-01-02,12:05:21,
SCPA00007526,SCPA00007526,SIC0004507,PA00000003,2022-01-02,12:05:21,
SCPA00007527,SCPA00007527,SIC0014711,PA00000003,2022-01-02,12:05:21,
SCPA00007528,SCPA00007528,SIC0010348,PA00000003,2022-01-02,12:05:21,
SCPA00007529,SCPA00007529,SIC0012215,PA00000003,2022-01-02,12:05:21,
SCPA00007530,SCPA00007530,SIC0005486,PA00000003,2022-01-02,12:05:21,
SCPA00007531,SCPA00007531,SIC0001848,PA00000003,2022-01-02,12:05:21,
SCPA00007532,SCPA00007532,SIC0016548,PA00000003,2022-01-02,12:05:21,
SCPA00007533,SCPA00007533,SIC0001065,PA00000003,2022-01-02,12:05:21,
SCPA00007534,SCPA00007534,SIC0005366,PA00000003,2022-01-02,12:05:21,
SCPA00007535,SCPA00007535,SIC0009899,PA00000003,2022-01-02,12:05:21,
SCPA00007536,SCPA00007536,SIC0010792,PA00000003,2022-01-02,12:05:21,
SCPA00007537,SCPA00007537,SIC0001362,PA00000003,2022-01-02,12:05:21,
SCPA00007538,SCPA00007538,SIC0011661,PA00000003,2022-01-02,12:05:21,
SCPA00007539,SCPA00007539,SIC0014962,PA00000003,2022-01-02,12:05:21,
SCPA00007540,SCPA00007540,SIC0013542,PA00000003,2022-01-02,12:05:21,
SCPA00007541,SCPA00007541,SIC0004485,PA00000003,2022-01-02,12:05:21,
SCPA00007542,SCPA00007542,SIC0003866,PA00000003,2022-01-02,12:05:21,
SCPA00007543,SCPA00007543,SIC0009592,PA00000003,2022-01-02,12:05:21,
SCPA00007544,SCPA00007544,SIC0005625,PA00000003,2022-01-02,12:05:21,
SCPA00007545,SCPA00007545,SIC0016525,PA00000003,2022-01-02,12:05:21,
SCPA00007546,SCPA00007546,SIC0013672,PA00000003,2022-01-02,12:05:21,
SCPA00007547,SCPA00007547,SIC0016973,PA00000003,2022-01-02,12:05:21,
SCPA00007548,SCPA00007548,SIC0009231,PA00000003,2022-01-02,12:05:21,
SCPA00007549,SCPA00007549,SIC0009375,PA00000003,2022-01-02,12:05:21,
SCPA00007550,SCPA00007550,SIC0000710,PA00000003,2022-01-02,12:05:21,
SCPA00007551,SCPA00007551,SIC0014021,PA00000003,2022-01-02,12:05:21,
SCPA00007552,SCPA00007552,SIC0014929,PA00000003,2022-01-02,12:05:21,
SCPA00007553,SCPA00007553,SIC0000352,PA00000003,2022-01-02,12:05:21,
SCPA00007554,SCPA00007554,SIC0011475,PA00000003,2022-01-02,12:05:21,
SCPA00007555,SCPA00007555,SIC0009905,PA00000003,2022-01-02,12:05:21,
SCPA00007556,SCPA00007556,SIC0003850,PA00000003,2022-01-02,12:05:21,
SCPA00007557,SCPA00007557,SIC0000133,PA00000003,2022-01-02,12:05:21,
SCPA00007558,SCPA00007558,SIC0000966,PA00000003,2022-01-02,12:05:21,
SCPA00007559,SCPA00007559,SIC0016098,PA00000003,2022-01-02,12:05:21,
SCPA00007560,SCPA00007560,SIC0016426,PA00000003,2022-01-02,12:05:21,
SCPA00007561,SCPA00007561,SIC0002197,PA00000003,2022-01-02,12:05:21,
SCPA00007562,SCPA00007562,SIC0001467,PA00000003,2022-01-02,12:05:21,
SCPA00007563,SCPA00007563,SIC0015592,PA00000003,2022-01-02,12:05:21,
SCPA00007564,SCPA00007564,SIC0008582,PA00000003,2022-01-02,12:05:21,
SCPA00007565,SCPA00007565,SIC0003490,PA00000003,2022-01-02,12:05:21,
SCPA00007566,SCPA00007566,SIC0009594,PA00000003,2022-01-02,12:05:21,
SCPA00007567,SCPA00007567,SIC0015928,PA00000003,2022-01-02,12:05:21,
SCPA00007568,SCPA00007568,SIC0010272,PA00000003,2022-01-02,12:05:21,
SCPA00007569,SCPA00007569,SIC0015295,PA00000003,2022-01-02,12:05:21,
SCPA00007570,SCPA00007570,SIC0013077,PA00000003,2022-01-02,12:05:21,
SCPA00007571,SCPA00007571,SIC0004360,PA00000003,2022-01-02,12:05:21,
SCPA00007572,SCPA00007572,SIC0017719,PA00000003,2022-01-02,12:05:21,
SCPA00007573,SCPA00007573,SIC0012475,PA00000003,2022-01-02,12:05:21,
SCPA00007574,SCPA00007574,SIC0003193,PA00000003,2022-01-02,12:05:21,
SCPA00007575,SCPA00007575,SIC0016908,PA00000003,2022-01-02,12:05:21,
SCPA00007576,SCPA00007576,SIC0017576,PA00000003,2022-01-02,12:05:21,
SCPA00007577,SCPA00007577,SIC0016730,PA00000003,2022-01-02,12:05:21,
SCPA00007578,SCPA00007578,SIC0004963,PA00000003,2022-01-02,12:05:21,
SCPA00007579,SCPA00007579,SIC0016791,PA00000003,2022-01-02,12:05:21,
SCPA00007580,SCPA00007580,SIC0009641,PA00000003,2022-01-02,12:05:21,
SCPA00007581,SCPA00007581,SIC0012460,PA00000003,2022-01-02,12:05:21,
SCPA00007582,SCPA00007582,SIC0017597,PA00000003,2022-01-02,12:05:21,
SCPA00007583,SCPA00007583,SIC0011040,PA00000003,2022-01-02,12:05:21,
SCPA00007584,SCPA00007584,SIC0016670,PA00000003,2022-01-02,12:05:21,
SCPA00007585,SCPA00007585,SIC0003930,PA00000003,2022-01-02,12:05:21,
SCPA00007586,SCPA00007586,SIC0000117,PA00000003,2022-01-02,12:05:21,
SCPA00007587,SCPA00007587,SIC0017114,PA00000003,2022-01-02,12:05:21,
SCPA00007588,SCPA00007588,SIC0013939,PA00000003,2022-01-02,12:05:21,
SCPA00007589,SCPA00007589,SIC0016578,PA00000003,2022-01-02,12:05:21,
SCPA00007590,SCPA00007590,SIC0013076,PA00000003,2022-01-02,12:05:21,
SCPA00007591,SCPA00007591,SIC0016319,PA00000003,2022-01-02,12:05:21,
SCPA00007592,SCPA00007592,SIC0010944,PA00000003,2022-01-02,12:05:21,
SCPA00007593,SCPA00007593,SIC0006158,PA00000003,2022-01-02,12:05:21,
SCPA00007594,SCPA00007594,SIC0010902,PA00000003,2022-01-02,12:05:21,
SCPA00007595,SCPA00007595,SIC0002718,PA00000003,2022-01-02,12:05:21,
SCPA00007596,SCPA00007596,SIC0009271,PA00000003,2022-01-02,12:05:21,
SCPA00007597,SCPA00007597,SIC0003186,PA00000003,2022-01-02,12:05:21,
SCPA00007598,SCPA00007598,SIC0012062,PA00000003,2022-01-02,12:05:21,
SCPA00007599,SCPA00007599,SIC0011792,PA00000003,2022-01-02,12:05:21,
SCPA00007600,SCPA00007600,SIC0013292,PA00000003,2022-01-02,12:05:21,
SCPA00007601,SCPA00007601,SIC0013277,PA00000003,2022-01-02,12:05:21,
SCPA00007602,SCPA00007602,SIC0011060,PA00000003,2022-01-02,12:05:21,
SCPA00007603,SCPA00007603,SIC0010601,PA00000003,2022-01-02,12:05:21,
SCPA00007604,SCPA00007604,SIC0006653,PA00000003,2022-01-02,12:05:21,
SCPA00007605,SCPA00007605,SIC0012521,PA00000003,2022-01-02,12:05:21,
SCPA00007606,SCPA00007606,SIC0000385,PA00000003,2022-01-02,12:05:21,
SCPA00007607,SCPA00007607,SIC0015869,PA00000003,2022-01-02,12:05:21,
SCPA00007608,SCPA00007608,SIC0001504,PA00000003,2022-01-02,12:05:21,
SCPA00007609,SCPA00007609,SIC0011708,PA00000003,2022-01-02,12:05:21,
