Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
SCPA00009000,SCPA00009000,SIC0016294,PA00000003,2022-01-02,12:05:21,
SCPA00009001,SCPA00009001,SIC0006060,PA00000003,2022-01-02,12:05:21,
SCPA00009002,SCPA00009002,SIC0003342,PA00000003,2022-01-02,12:05:21,
SCPA00009003,SCPA00009003,SIC0002520,PA00000003,2022-01-02,12:05:21,
SCPA00009004,SCPA00009004,SIC0000103,PA00000003,2022-01-02,12:05:21,
SCPA00009005,SCPA00009005,SIC0006441,PA00000003,2022-01-02,12:05:21,
SCPA00009006,SCPA00009006,SIC0000423,PA00000003,2022-01-02,12:05:21,
SCPA00009007,SCPA00009007,SIC0003007,PA00000003,2022-01-02,12:05:21,
SCPA00009008,SCPA00009008,SIC0011226,PA00000003,2022-01-02,12:05:21,
SCPA00009009,SCPA00009009,SIC0014051,PA00000003,2022-01-02,12:05:21,
SCPA00009010,SCPA00009010,SIC0001422,PA00000003,2022-01-02,12:05:21,
SCPA00009011,SCPA00009011,SIC0015490,PA00000003,2022-01-02,12:05:21,
SCPA00009012,SCPA00009012,SIC0009328,PA00000003,2022-01-02,12:05:21,
SCPA00009013,SCPA00009013,SIC0009024,PA00000003,2022-01-02,12:05:21,
SCPA00009014,SCPA00009014,SIC0015066,PA00000003,2022-01-02,12:05:21,
SCPA00009015,SCPA00009015,SIC0017275,PA00000003,2022-01-02,12:05:21,
SCPA00009016,SCPA00009016,SIC0001566,PA00000003,2022-01-02,12:05:21,
SCPA00009017,SCPA00009017,SIC0016522,PA00000003,2022-01-02,12:05:21,
SCPA00009018,SCPA00009018,SIC0013134,PA00000003,2022-01-02,12:05:21,
SCPA00009019,SCPA00009019,SIC0013105,PA00000003,2022-01-02,12:05:21,
SCPA00009020,SCPA00009020,SIC0006518,PA00000003,2022-01-02,12:05:21,
SCPA00009021,SCPA00009021,SIC0010463,PA00000003,2022-01-02,12:05:21,
SCPA00009022,SCPA00009022,SIC0016936,PA00000003,2022-01-02,12:05:21,
SCPA00009023,SCPA00009023,SIC0010093,PA00000003,2022-01-02,12:05:21,
SCPA00009024,SCPA00009024,SIC0010441,PA00000003,2022-01-02,12:05:21,
SCPA00009025,SCPA00009025,SIC0005257,PA00000003,2022-01-02,12:05:21,
SCPA00009026,SCPA00009026,SIC0009806,PA00000003,2022-01-02,12:05:21,
SCPA00009027,SCPA00009027,SIC0013647,PA00000003,2022-01-02,12:05:21,
SCPA00009028,SCPA00009028,SIC0016320,PA00000003,2022-01-02,12:05:21,
SCPA00009029,SCPA00009029,SIC0003070,PA00000003,2022-01-02,12:05:21,
SCPA00009030,SCPA00009030,SIC0003979,PA00000003,2022-01-02,12:05:21,
SCPA00009031,SCPA00009031,SIC0002451,PA00000003,2022-01-02,12:05:21,
SCPA00009032,SCPA00009032,SIC0008994,PA00000003,2022-01-02,12:05:21,
SCPA00009033,SCPA00009033,SIC0009524,PA00000003,2022-01-02,12:05:21,
SCPA00009034,SCPA00009034,SIC0005847,PA00000003,2022-01-02,12:05:21,
SCPA00009035,SCPA00009035,SIC0010384,PA00000003,2022-01-02,12:05:21,
SCPA00009036,SCPA00009036,SIC0002470,PA00000003,2022-01-02,12:05:21,
SCPA00009037,SCPA00009037,SIC0015254,PA00000003,2022-01-02,12:05:21,
SCPA00009038,SCPA00009038,SIC0002992,PA00000003,2022-01-02,12:05:21,
SCPA00009039,SCPA00009039,SIC0010490,PA00000003,2022-01-02,12:05:21,
SCPA00009040,SCPA00009040,SIC0002456,PA00000003,2022-01-02,12:05:21,
SCPA00009041,SCPA00009041,SIC0005225,PA00000003,2022-01-02,12:05:21,
SCPA00009042,SCPA00009042,SIC0002876,PA00000003,2022-01-02,12:05:21,
SCPA00009043,SCPA00009043,SIC0014420,PA00000003,2022-01-02,12:05:21,
SCPA00009044,SCPA00009044,SIC0012238,PA00000003,2022-01-02,12:05:21,
SCPA00009045,SCPA00009045,SIC0003855,PA00000003,2022-01-02,12:05:21,
SCPA00009046,SCPA00009046,SIC0009804,PA00000003,2022-01-02,12:05:21,
SCPA00009047,SCPA00009047,SIC0008651,PA00000003,2022-01-02,12:05:21,
SCPA00009048,SCPA00009048,SIC0017752,PA00000003,2022-01-02,12:05:21,
SCPA00009049,SCPA00009049,SIC0016844,PA00000003,2022-01-02,12:05:21,
SCPA00009050,SCPA00009050,SIC0010717,PA00000003,2022-01-02,12:05:21,
SCPA00009051,SCPA00009051,SIC0016218,PA00000003,2022-01-02,12:05:21,
SCPA00009052,SCPA00009052,SIC0009970,PA00000003,2022-01-02,12:05:21,
SCPA00009053,SCPA00009053,SIC0017639,PA00000003,2022-01-02,12:05:21,
SCPA00009054,SCPA00009054,SIC0009610,PA00000003,2022-01-02,12:05:21,
SCPA00009055,SCPA00009055,SIC0010708,PA00000003,2022-01-02,12:05:21,
SCPA00009056,SCPA00009056,SIC0003748,PA00000003,2022-01-02,12:05:21,
SCPA00009057,SCPA00009057,SIC0010884,PA00000003,2022-01-02,12:05:21,
SCPA00009058,SCPA00009058,SIC0003331,PA00000003,2022-01-02,12:05:21,
SCPA00009059,SCPA00009059,SIC0005095,PA00000003,2022-01-02,12:05:21,
SCPA00009060,SCPA00009060,SIC0006098,PA00000003,2022-01-02,12:05:21,
SCPA00009061,SCPA00009061,SIC0014669,PA00000003,2022-01-02,12:05:21,
SCPA00009062,SCPA00009062,SIC0013351,PA00000003,2022-01-02,12:05:21,
SCPA00009063,SCPA00009063,SIC0017469,PA00000003,2022-01-02,12:05:21,
SCPA00009064,SCPA00009064,SIC0010046,PA00000003,2022-01-02,12:05:21,
SCPA00009065,SCPA00009065,SIC0003239,PA00000003,2022-01-02,12:05:21,
SCPA00009066,SCPA00009066,SIC0010938,PA00000003,2022-01-02,12:05:21,
SCPA00009067,SCPA00009067,SIC0001892,PA00000003,2022-01-02,12:05:21,
SCPA00009068,SCPA00009068,SIC0012384,PA00000003,2022-01-02,12:05:21,
SCPA00009069,SCPA00009069,SIC0001160,PA00000003,2022-01-02,12:05:21,
SCPA00009070,SCPA00009070,SIC0005976,PA00000003,2022-01-02,12:05:21,
SCPA00009071,SCPA00009071,SIC0015828,PA00000003,2022-01-02,12:05:21,
SCPA00009072,SCPA00009072,SIC0015158,PA00000003,2022-01-02,12:05:21,
SCPA00009073,SCPA00009073,SIC0017221,PA00000003,2022-01-02,12:05:21,
SCPA00009074,SCPA00009074,SIC0011548,PA00000003,2022-01-02,12:05:21,
SCPA00009075,SCPA00009075,SIC0009239,PA00000003,2022-01-02,12:05:21,
SCPA00009076,SCPA00009076,SIC0016056,PA00000003,2022-01-02,12:05:21,
SCPA00009077,SCPA00009077,SIC0011715,PA00000003,2022-01-02,12:05:21,
SCPA00009078,SCPA00009078,SIC0009460,PA00000003,2022-01-02,12:05:21,
SCPA00009079,SCPA00009079,SIC0005292,PA00000003,2022-01-02,12:05:21,
SCPA00009080,SCPA00009080,SIC0010502,PA00000003,2022-01-02,12:05:21,
SCPA00009081,SCPA00009081,SIC0001109,PA00000003,2022-01-02,12:05:21,
SCPA00009082,SCPA00009082,SIC0016006,PA00000003,2022-01-02,12:05:21,
SCPA00009083,SCPA00009083,SIC0015025,PA00000003,2022-01-02,12:05:21,
SCPA00009084,SCPA00009084,SIC0005587,PA00000003,2022-01-02,12:05:21,
SCPA00009085,SCPA00009085,SIC0016589,PA00000003,2022-01-02,12:05:21,
SCPA00009086,SCPA00009086,SIC0014679,PA00000003,2022-01-02,12:05:21,
SCPA00009087,SCPA00009087,SIC0006378,PA00000003,2022-01-02,12:05:21,
SCPA00009088,SCPA00009088,SIC0001049,PA00000003,2022-01-02,12:05:21,
SCPA00009089,SCPA00009089,SIC0012239,PA00000003,2022-01-02,12:05:21,
SCPA00009090,SCPA00009090,SIC0000127,PA00000003,2022-01-02,12:05:21,
SCPA00009091,SCPA00009091,SIC0001910,PA00000003,2022-01-02,12:05:21,
SCPA00009092,SCPA00009092,SIC0010501,PA00000003,2022-01-02,12:05:21,
SCPA00009093,SCPA00009093,SIC0001553,PA00000003,2022-01-02,12:05:21,
SCPA00009094,SCPA00009094,SIC0009202,PA00000003,2022-01-02,12:05:21,
SCPA00009095,SCPA00009095,SIC0009198,PA00000003,2022-01-02,12:05:21,
SCPA00009096,SCPA00009096,SIC0014131,PA00000003,2022-01-02,12:05:21,
SCPA00009097,SCPA00009097,SIC0004034,PA00000003,2022-01-02,12:05:21,
SCPA00009098,SCPA00009098,SIC0016942,PA00000003,2022-01-02,12:05:21,
SCPA00009099,SCPA00009099,SIC0015139,PA00000003,2022-01-02,12:05:21,
SCPA00009100,SCPA00009100,SIC0001419,PA00000003,2022-01-02,12:05:21,
SCPA00009101,SCPA00009101,SIC0009131,PA00000003,2022-01-02,12:05:21,
SCPA00009102,SCPA00009102,SIC0011474,PA00000003,2022-01-02,12:05:21,
SCPA00009103,SCPA00009103,SIC0017332,PA00000003,2022-01-02,12:05:21,
SCPA00009104,SCPA00009104,SIC0006431,PA00000003,2022-01-02,12:05:21,
SCPA00009105,SCPA00009105,SIC0005295,PA00000003,2022-01-02,12:05:21,
SCPA00009106,SCPA00009106,SIC0003459,PA00000003,2022-01-02,12:05:21,
SCPA00009107,SCPA00009107,SIC0005190,PA00000003,2022-01-02,12:05:21,
SCPA00009108,SCPA00009108,SIC0011524,PA00000003,2022-01-02,12:05:21,
SCPA00009109,SCPA00009109,SIC0012031,PA00000003,2022-01-02,12:05:21,
SCPA00009110,SCPA00009110,SIC0001909,PA00000003,2022-01-02,12:05:21,
SCPA00009111,SCPA00009111,SIC0005188,PA00000003,2022-01-02,12:05:21,
SCPA00009112,SCPA00009112,SIC0017154,PA00000003,2022-01-02,12:05:21,
SCPA00009113,SCPA00009113,SIC0016177,PA00000003,2022-01-02,12:05:21,
SCPA00009114,SCPA00009114,SIC0004767,PA00000003,2022-01-02,12:05:21,
SCPA00009115,SCPA00009115,SIC0013340,PA00000003,2022-01-02,12:05:21,
SCPA00009116,SCPA00009116,SIC0017375,PA00000003,2022-01-02,12:05:21,
SCPA00009117,SCPA00009117,SIC0009319,PA00000003,2022-01-02,12:05:21,
SCPA00009118,SCPA00009118,SIC0014293,PA00000003,2022-01-02,12:05:21,
SCPA00009119,SCPA00009119,SIC0005629,PA00000003,2022-01-02,12:05:21,
SCPA00009120,SCPA00009120,SIC0009982,PA00000003,2022-01-02,12:05:21,
SCPA00009121,SCPA00009121,SIC0016092,PA00000003,2022-01-02,12:05:21,
SCPA00009122,SCPA00009122,SIC0004500,PA00000003,2022-01-02,12:05:21,
SCPA00009123,SCPA00009123,SIC0017303,PA00000003,2022-01-02,12:05:21,
SCPA00009124,SCPA00009124,SIC0016681,PA00000003,2022-01-02,12:05:21,
SCPA00009125,SCPA00009125,SIC0010936,PA00000003,2022-01-02,12:05:21,
SCPA00009126,SCPA00009126,SIC0017201,PA00000003,2022-01-02,12:05:21,
SCPA00009127,SCPA00009127,SIC0010106,PA00000003,2022-01-02,12:05:21,
SCPA00009128,SCPA00009128,SIC0015070,PA00000003,2022-01-02,12:05:21,
SCPA00009129,SCPA00009129,SIC0012722,PA00000003,2022-01-02,12:05:21,
SCPA00009130,SCPA00009130,SIC0000836,PA00000003,2022-01-02,12:05:21,
SCPA00009131,SCPA00009131,SIC0001538,PA00000003,2022-01-02,12:05:21,
SCPA00009132,SCPA00009132,SIC0015332,PA00000003,2022-01-02,12:05:21,
SCPA00009133,SCPA00009133,SIC0003552,PA00000003,2022-01-02,12:05:21,
SCPA00009134,SCPA00009134,SIC0011772,PA00000003,2022-01-02,12:05:21,
SCPA00009135,SCPA00009135,SIC0012330,PA00000003,2022-01-02,12:05:21,
SCPA00009136,SCPA00009136,SIC0014061,PA00000003,2022-01-02,12:05:21,
SCPA00009137,SCPA00009137,SIC0016629,PA00000003,2022-01-02,12:05:21,
SCPA00009138,SCPA00009138,SIC0003619,PA00000003,2022-01-02,12:05:21,
SCPA00009139,SCPA00009139,SIC0013490,PA00000003,2022-01-02,12:05:21,
SCPA00009140,SCPA00009140,SIC0014740,PA00000003,2022-01-02,12:05:21,
SCPA00009141,SCPA00009141,SIC0010911,PA00000003,2022-01-02,12:05:21,
SCPA00009142,SCPA00009142,SIC0012008,PA00000003,2022-01-02,12:05:21,
SCPA00009143,SCPA00009143,SIC0009631,PA00000003,2022-01-02,12:05:21,
SCPA00009144,SCPA00009144,SIC0001592,PA00000003,2022-01-02,12:05:21,
SCPA00009145,SCPA00009145,SIC0003643,PA00000003,2022-01-02,12:05:21,
SCPA00009146,SCPA00009146,SIC0005680,PA00000003,2022-01-02,12:05:21,
SCPA00009147,SCPA00009147,SIC0015600,PA00000003,2022-01-02,12:05:21,
SCPA00009148,SCPA00009148,SIC0014804,PA00000003,2022-01-02,12:05:21,
SCPA00009149,SCPA00009149,SIC0013361,PA00000003,2022-01-02,12:05:21,
SCPA00009150,SCPA00009150,SIC0004286,PA00000003,2022-01-02,12:05:21,
SCPA00009151,SCPA00009151,SIC0006592,PA00000003,2022-01-02,12:05:21,
SCPA00009152,SCPA00009152,SIC0003111,PA00000003,2022-01-02,12:05:21,
SCPA00009153,SCPA00009153,SIC0017032,PA00000003,2022-01-02,12:05:21,
SCPA00009154,SCPA00009154,SIC0003530,PA00000003,2022-01-02,12:05:21,
SCPA00009155,SCPA00009155,SIC0000119,PA00000003,2022-01-02,12:05:21,
SCPA00009156,SCPA00009156,SIC0013762,PA00000003,2022-01-02,12:05:21,
SCPA00009157,SCPA00009157,SIC0000298,PA00000003,2022-01-02,12:05:21,
SCPA00009158,SCPA00009158,SIC0001082,PA00000003,2022-01-02,12:05:21,
SCPA00009159,SCPA00009159,SIC0017395,PA00000003,2022-01-02,12:05:21,
SCPA00009160,SCPA00009160,SIC0000693,PA00000003,2022-01-02,12:05:21,
SCPA00009161,SCPA00009161,SIC0001246,PA00000003,2022-01-02,12:05:21,
SCPA00009162,SCPA00009162,SIC0001051,PA00000003,2022-01-02,12:05:21,
SCPA00009163,SCPA00009163,SIC0013863,PA00000003,2022-01-02,12:05:21,
SCPA00009164,SCPA00009164,SIC0011705,PA00000003,2022-01-02,12:05:21,
SCPA00009165,SCPA00009165,SIC0010988,PA00000003,2022-01-02,12:05:21,
SCPA00009166,SCPA00009166,SIC0000991,PA00000003,2022-01-02,12:05:21,
SCPA00009167,SCPA00009167,SIC0014163,PA00000003,2022-01-02,12:05:21,
SCPA00009168,SCPA00009168,SIC0001998,PA00000003,2022-01-02,12:05:21,
SCPA00009169,SCPA00009169,SIC0015863,PA00000003,2022-01-02,12:05:21,
SCPA00009170,SCPA00009170,SIC0016778,PA00000003,2022-01-02,12:05:21,
SCPA00009171,SCPA00009171,SIC0004731,PA00000003,2022-01-02,12:05:21,
